Source,Target
Том такой славный.,Tom is so nice.
Том такой милый.,Tom is so nice.
Том такой грубый.,Tom is so rude.
Том особенный.,Tom is special.
Том избалован.,Tom is spoiled.
Том умирает от голода.,Tom is starved.
Том остаётся.,Tom is staying.
Том странный.,Tom is strange.
Том говорит.,Tom is talking.
Том разговаривает.,Tom is talking.
Том дразнится.,Tom is teasing.
Том соблазнен.,Tom is tempted.
Том — человек.,Tom is the man.
Том хочет пить.,Tom is thirsty.
Том слишком толстый.,Tom is too fat.
Том слишком старый.,Tom is too old.
Том растроган.,Tom is touched.
Том тронутый.,Tom is touched.
Том тронут.,Tom is touched.
Том в ловушке.,Tom is trapped.
Том невозмутим.,Tom is unfazed.
Том несчастен.,Tom is unhappy.
Том несчастлив.,Tom is unhappy.
Тому не везёт.,Tom is unlucky.
Том ждёт.,Tom is waiting.
Том ждет.,Tom is waiting.
Том шагает.,Tom is walking.
Том богат.,Tom is wealthy.
Том выигрывает.,Tom is winning.
Том побеждает.,Tom is winning.
Том со мной.,Tom is with me.
С нами Том.,Tom is with us.
Том с нами.,Tom is with us.
Том работает.,Tom is working.
Том взволнован.,Tom is worried.
Том обеспокоен.,Tom is worried.
Том беспокоится.,Tom is worried.
Том ранен.,Tom is wounded.
Том зевает.,Tom is yawning.
Том вопит.,Tom is yelling.
Том не ди-джей.,Tom isn't a DJ.
Том не лысый.,Tom isn't bald.
Том не занят.,Tom isn't busy.
Том не умер.,Tom isn't dead.
Том не глухой.,Tom isn't deaf.
Том нечестен.,Tom isn't fair.
Тома тут нет.,Tom isn't here.
Тома здесь нет.,Tom isn't here.
Тома нет.,Tom isn't here.
Тома нет дома.,Tom isn't home.
Том не лентяй.,Tom isn't lazy.
Том не ленивый.,Tom isn't lazy.
Том не заблудился.,Tom isn't lost.
Том не чокнутый.,Tom isn't nuts.
Том не беден.,Tom isn't poor.
Том не бедный.,Tom isn't poor.
Том не богатый.,Tom isn't rich.
Том небогат.,Tom isn't rich.
Том не грубый.,Tom isn't rude.
Том не болен.,Tom isn't sick.
Том не уверен.,Tom isn't sure.
Том не худощавый.,Tom isn't thin.
Том не худой.,Tom isn't thin.
Том не слабый.,Tom isn't weak.
Том продолжал идти.,Tom kept going.
Том встал на колени.,Tom knelt down.
Том преклонил колени.,Tom knelt down.
Том много знал.,Tom knew a lot.
Том знает Мэри.,Tom knows Mary.
Том знаком с Мэри.,Tom knows Mary.
Тому лучше знать.,Tom knows best.
Том знает что-то ещё.,Tom knows more.
Том это знает.,Tom knows that.
Том это знает.,Tom knows this.
Тому это известно.,Tom knows this.
Том знает это.,Tom knows this.
Тому не хватает такта.,Tom lacks tact.
Том рано ушёл.,Tom left early.
Том соврал мне.,Tom lied to me.
Том наврал мне.,Tom lied to me.
Том обманул меня.,Tom lied to me.
Том нам лгал.,Tom lied to us.
Том нам солгал.,Tom lied to us.
Том нам соврал.,Tom lied to us.
Том очень много врёт.,Tom lies a lot.
Мэри нравилась Тому.,Tom liked Mary.
Тому понравилось.,Tom liked that.
Тому это понравилось.,Tom liked that.
Тому это понравилось.,Tom liked this.
Тому нравится Мэри.,Tom likes Mary.
Мэри нравится Тому.,Tom likes Mary.
Том любит пиво.,Tom likes beer.
Том любит автомобили.,Tom likes cars.
Том любит кошек.,Tom likes cats.
Том любит яйца.,Tom likes eggs.
Том любит рыбу.,Tom likes fish.
Том любит джаз.,Tom likes jazz.
Том любит детей.,Tom likes kids.
Том любит молоко.,Tom likes milk.
Том любит орехи.,Tom likes nuts.
Том любит рок.,Tom likes rock.
Том любит снег.,Tom likes snow.
Тому нравится снег.,Tom likes snow.
Том любит суп.,Tom likes soup.
Тому такое нравится.,Tom likes that.
Они нравятся Тому.,Tom likes them.
Том их любит.,Tom likes them.
Тому они нравятся.,Tom likes them.
Тому это нравится.,Tom likes this.
Том любит тофу.,Tom likes tofu.
Том любит игрушки.,Tom likes toys.
Том любит вино.,Tom likes wine.
Том живёт здесь.,Tom lives here.
Том выглядел больным.,Tom looked ill.
Том выглядел старым.,Tom looked old.
Том выглядел грустным.,Tom looked sad.
Том выглядит занятым.,Tom looks busy.
Том хорошо выглядит.,Tom looks fine.
Том хорошо выглядит.,Tom looks good.
Том бледно выглядит.,Tom looks pale.
У Тома бледный вид.,Tom looks pale.
Том выглядит нездоровым.,Tom looks sick.
Том выглядит больным.,Tom looks sick.
Том хорошо выглядит.,Tom looks well.
Том потерял ногу.,Tom lost a leg.
Том лишился ноги.,Tom lost a leg.
Том снова проиграл.,Tom lost again.
Том опять проиграл.,Tom lost again.
Том сбился со счёта.,Tom lost count.
Том потерял деньги.,Tom lost money.
Том любил Мэри.,Tom loved Mary.
Том любил детей.,Tom loved kids.
Том любит Мэри.,Tom loves Mary.
Том любит кошек.,Tom loves cats.
Том любит собак.,Tom loves dogs.
Том любит детей.,Tom loves kids.
Том любит свиней.,Tom loves pigs.
Тому нравится то.,Tom loves that.
Тому нравится это.,Tom loves this.
Том заключил пари.,Tom made a bet.
Том сделал хлеб.,Tom made bread.
Том заставил меня идти.,Tom made me go.
Том построил планы.,Tom made plans.
"Том, наверное, на улице.",Tom may be out.
"Том, наверное, вышел.",Tom may be out.
Том хочет как лучше.,Tom means well.
Том это и имел в виду.,Tom meant that.
Том так и хотел.,Tom meant that.
Том хотел как лучше.,Tom meant well.
Том может прийти.,Tom might come.
Том может заговорить.,Tom might talk.
Том может всё рассказать.,Tom might talk.
Том может подождать.,Tom might wait.
Том по вам скучал.,Tom missed you.
Том скучал по тебе.,Tom missed you.
Том по тебе скучал.,Tom missed you.
Том скучает по тебе.,Tom misses you.
Том по Вам скучает.,Tom misses you.
Том по вам скучает.,Tom misses you.
Том по тебе скучает.,Tom misses you.
Том должен это сделать.,Tom must do it.
Том должен уйти.,Tom must leave.
Том должен уехать.,Tom must leave.
Ты был нужен Тому.,Tom needed you.
Ты была нужна Тому.,Tom needed you.
Вы были нужны Тому.,Tom needed you.
Том нуждался в тебе.,Tom needed you.
Том в вас нуждался.,Tom needed you.
Тому нужна Мэри.,Tom needs Mary.
Мэри нужна Тому.,Tom needs Mary.
Тому нужна еда.,Tom needs food.
Тому нужна помощь.,Tom needs help.
Том нуждается в помощи.,Tom needs help.
Тому нужна надежда.,Tom needs hope.
Тому нужно ещё.,Tom needs more.
Тому нужен отдых.,Tom needs rest.
То́му это нужно.,Tom needs that.
Тому это нужно.,Tom needs this.
Тому нужно время.,Tom needs time.
Тому нужна работа.,Tom needs work.
Том так и не пришёл.,Tom never came.
Том никогда не лгал.,Tom never lied.
Том никогда не врёт.,Tom never lies.
Том никогда не выигрывает.,Tom never wins.
Том утвердительно кивнул.,Tom nodded yes.
Том заметил.,Tom noticed it.
Том это заметил.,Tom noticed it.
Том часто выигрывает.,Tom often wins.
Том вызвал Мэри.,Tom paged Mary.
Том потерял сознание.,Tom passed out.
Том упал в обморок.,Tom passed out.
Том ущипнул меня.,Tom pinched me.
Том меня ущипнул.,Tom pinched me.
Том играет в гольф.,Tom plays golf.
Том играет в поло.,Tom plays polo.
Том ударил меня кулаком.,Tom punched me.
Том побежал внутрь.,Tom ran inside.
Том вбежал внутрь.,Tom ran inside.
Том много читал.,Tom read a lot.
Том вспомнил.,Tom remembered.
Том меня спас.,Tom rescued me.
Том его переписал.,Tom rewrote it.
Том её переписал.,Tom rewrote it.
"Том поднялся, чтобы идти.",Tom rose to go.
"Том встал, чтобы идти.",Tom rose to go.
Том поздоровался.,Tom said hello.
Том видел медведя.,Tom saw a bear.
Том видел оленя.,Tom saw a deer.
Том видел волка.,Tom saw a wolf.
Том здоровается.,Tom says hello.
Том меня отругал.,Tom scolded me.
Том меня отчитал.,Tom scolded me.
Том облажался.,Tom screwed up.
Том казался застенчивым.,Tom seemed shy.
"Кажется, Том занят.",Tom seems busy.
Том кажется спокойным.,Tom seems calm.
Том кажется потерянным.,Tom seems lost.
Том выглядит больным.,Tom seems sick.
Том продает автомобили.,Tom sells cars.
Том продаёт машины.,Tom sells cars.
Том установил ловушку.,Tom set a trap.
Том лил слёзы.,Tom shed tears.
Том выстрелил в собаку.,Tom shot a dog.
Том подстрелил собаку.,Tom shot a dog.
Том выстрелил из пистолета.,Tom shot a gun.
Том в меня выстрелил.,Tom shot at me.
Том выстрелил дважды.,Tom shot twice.
Тому надо бы поесть.,Tom should eat.
Том хорошо поёт.,Tom sings well.
Том сидит там.,Tom sits there.
От Тома плохо пахнет.,Tom smells bad.
Том курил траву.,Tom smoked pot.
Том курит траву.,Tom smokes pot.
Это Том начал.,Tom started it.
Том тоже стоял.,"Tom stood, too."
Том его остановил.,Tom stopped it.
Том её остановил.,Tom stopped it.
Том меня остановил.,Tom stopped me.
Том здесь плавает.,Tom swims here.
Том здесь купается.,Tom swims here.
Том хорошо плавает.,Tom swims well.
Том быстро говорит.,Tom talks fast.
Том говорит неправду.,Tom tells lies.
Том бросил это.,Tom threw this.
"Том сказал мне ""нет"".",Tom told me no.
Том мне так сказал.,Tom told me so.
Том сказал нам нет.,Tom told us no.
Том взял такси.,Tom took a cab.
Том вздремнул.,Tom took a nap.
Том немного вздремнул.,Tom took a nap.
Том записывал.,Tom took notes.
Том дотронулся до меня.,Tom touched me.
Том меня тронул.,Tom touched me.
Том это пробовал.,Tom tried that.
Том очень старается.,Tom tries hard.
Том мне доверял.,Tom trusted me.
Том ей доверяет.,Tom trusts her.
Том ему доверяет.,Tom trusts him.
Том тебе доверяет.,Tom trusts you.
Том вам доверяет.,Tom trusts you.
Том покраснел.,Tom turned red.
Том хорошо печатает.,Tom types well.
Том понял.,Tom understood.
Том понимал.,Tom understood.
Том ходит быстро.,Tom walks fast.
Том быстро ходит.,Tom walks fast.
Том хочет Мэри.,Tom wants Mary.
Том хочет детей.,Tom wants kids.
Том хочет мяса.,Tom wants meat.
Том хочет больше.,Tom wants more.
Том хочет ещё.,Tom wants more.
Том этого хочет.,Tom wants that.
Том хочет этого.,Tom wants this.
Том его предупредил.,Tom warned him.
Том тебя предупреждал.,Tom warned you.
Том вас предупреждал.,Tom warned you.
Том тебя предупредил.,Tom warned you.
Том вас предупредил.,Tom warned you.
Том был героем.,Tom was a hero.
Том был придурком.,Tom was a jerk.
Том был за границей.,Tom was abroad.
Тома не было.,Tom was absent.
Том отсутствовал.,Tom was absent.
Том боялся.,Tom was afraid.
Том был удивлён.,Tom was amused.
Том спал.,Tom was asleep.
Тома побили.,Tom was beaten.
Том был лучше.,Tom was better.
Том был предвзятым.,Tom was biased.
Том был скучным.,Tom was boring.
Тома поймали.,Tom was caught.
Том был умным.,Tom was clever.
Том был хитрым.,Tom was crafty.
Том был коварным.,Tom was crafty.
Том был ловким.,Tom was crafty.
Том плакал.,Tom was crying.
Том ел.,Tom was eating.
Том был знаменит.,Tom was famous.
Том был знаменитым.,Tom was famous.
Тома подставили.,Tom was framed.
Том был виновен.,Tom was guilty.
Том был честен.,Tom was honest.
Том был голоден.,Tom was hungry.
Том хотел есть.,Tom was hungry.
Том был в постели.,Tom was in bed.
Том был внутри.,Tom was inside.
Том шутил.,Tom was joking.
Том был убит.,Tom was killed.
Тома убили.,Tom was killed.
Том был одинок.,Tom was lonely.
Тома ограбили.,Tom was mugged.
Том был вежлив.,Tom was polite.
Тома ограбили.,Tom was robbed.
Том был напуган.,Tom was scared.
Том был вторым.,Tom was second.
Том хранил молчание.,Tom was silent.
Том молчал.,Tom was silent.
Том катался на лыжах.,Tom was skiing.
Том был тощим.,Tom was skinny.
Тому хотелось спать.,Tom was sleepy.
Том был такой злой.,Tom was so mad.
Том был скуп.,Tom was stingy.
Том был скупым.,Tom was stingy.
Том был силён.,Tom was strong.
Том был сильным.,Tom was strong.
Тому было тридцать лет.,Tom was thirty.
Тому было тридцать.,Tom was thirty.
Том был несправедлив.,Tom was unfair.
Том был неряшлив.,Tom was untidy.
Том не был плохим.,Tom wasn't bad.
Том был неплох.,Tom wasn't bad.
Том не был толстым.,Tom wasn't fat.
Том не был болен.,Tom wasn't ill.
Том не болел.,Tom wasn't ill.
Том не был грустным.,Tom wasn't sad.
Том не грустил.,Tom wasn't sad.
Том не стеснялся.,Tom wasn't shy.
Том не был застенчивым.,Tom wasn't shy.
Том не был мокрым.,Tom wasn't wet.
Том смотрит телевизор.,Tom watches TV.
Том носит галстуки.,Tom wears ties.
Том взвесил это.,Tom weighed it.
Том пошёл ещё раз.,Tom went again.
Том поехал ещё раз.,Tom went again.
Том ослеп.,Tom went blind.
Том пошёл первым.,Tom went first.
Том согласится.,Tom will agree.
С Томом всё будет в порядке.,Tom will be OK.
Том проверит.,Tom will check.
Том будет танцевать.,Tom will dance.
Том станцует.,Tom will dance.
Том сделает это.,Tom will do it.
Машину поведёт Том.,Tom will drive.
Том поведёт.,Tom will drive.
Том будет бороться.,Tom will fight.
Том будет драться.,Tom will fight.
Том поделится.,Tom will share.
Том выстрелит.,Tom will shoot.
Том будет стрелять.,Tom will shoot.
Том будет говорить.,Tom will speak.
Том начнёт.,Tom will start.
Том меня разбудил.,Tom woke me up.
Том нас разбудил.,Tom woke us up.
Том не позвонит.,Tom won't call.
Тому будет всё равно.,Tom won't care.
Том не придёт.,Tom won't come.
Том не будет готовить.,Tom won't cook.
Том не поможет.,Tom won't help.
Том не узнает.,Tom won't know.
Том долго не протянет.,Tom won't last.
Том долго не продержится.,Tom won't last.
Том не проиграет.,Tom won't lose.
Том не будет возражать.,Tom won't mind.
Том не послушается.,Tom won't obey.
Том петь не будет.,Tom won't sing.
Том не будет петь.,Tom won't sing.
Том не останется.,Tom won't stay.
Том не остановится.,Tom won't stop.
Том не будет говорить.,Tom won't talk.
Том не будет разговаривать.,Tom won't talk.
Том не будет ждать.,Tom won't wait.
Том ждать не будет.,Tom won't wait.
Том носил шляпу.,Tom wore a hat.
Том быстро работает.,Tom works fast.
Том упорно трудится.,Tom works hard.
Том здесь работает.,Tom works here.
Том меня беспокоит.,Tom worries me.
Том нас беспокоит.,Tom worries us.
Тому было бы не всё равно.,Tom would care.
Для Тома это было бы важным.,Tom would care.
Том бы знал.,Tom would know.
Том подождал бы.,Tom would wait.
Том отдалил вид.,Tom zoomed out.
Том поправится.,Tom'll recover.
У Тома всё получится.,Tom'll succeed.
Том преуспеет.,Tom'll succeed.
Том выживет.,Tom'll survive.
Том - канадец.,Tom's Canadian.
Том - врач.,Tom's a doctor.
Том — брюзга.,Tom's a grouch.
Том ворчун.,Tom's a grouch.
У Тома течёт кровь.,Tom's bleeding.
У Тома кровь.,Tom's bleeding.
Том блефует.,Tom's bluffing.
Том обаятельный.,Tom's charming.
Том жульничает.,Tom's cheating.
Том мухлюет.,Tom's cheating.
Том списывает.,Tom's cheating.
Том смущён.,Tom's confused.
Том - диабетик.,Tom's diabetic.
Том разведён.,Tom's divorced.
Собака Тома умерла.,Tom's dog died.
У Тома умерла собака.,Tom's dog died.
Том в порядке.,Tom's doing OK.
У Тома всё хорошо.,Tom's doing OK.
Том мечтает.,Tom's dreaming.
Том видит сон.,Tom's dreaming.
Том видит сны.,Tom's dreaming.
Том тонет.,Tom's drowning.
Том бесстрашный.,Tom's fearless.
Том смелый.,Tom's fearless.
Том храбрый.,Tom's fearless.
Том закончил.,Tom's finished.
Том огорчён.,Tom's grieving.
Том горюет.,Tom's grieving.
Том усмехается.,Tom's grinning.
Том ухмыляется.,Tom's grinning.
Том безобиден.,Tom's harmless.
Том беспомощен.,Tom's helpless.
Том бездомный.,Tom's homeless.
У Тома ностальгия.,Tom's homesick.
Том скучает по дому.,Tom's homesick.
Том невиновен.,Tom's innocent.
Том смеётся.,Tom's laughing.
Том ошибается.,Tom's mistaken.
Том не занят.,Tom's not busy.
Тома тут нет.,Tom's not here.
Тома здесь нет.,Tom's not here.
Тома нет дома.,Tom's not home.
Том не дома.,Tom's not home.
Том не болен.,Tom's not sick.
Том красит.,Tom's painting.
Том ушёл в отставку.,Tom's resigned.
Том ушел в отставку.,Tom's resigned.
Том вернулся.,Tom's returned.
Том спит.,Tom's sleeping.
Том в затруднительном положении.,Tom's stranded.
Том занимается.,Tom's studying.
Том потеет.,Tom's sweating.
Том плавает.,Tom's swimming.
Том плывёт.,Tom's swimming.
Том лучший.,Tom's the best.
Том самый лучший.,Tom's the best.
Том лучше всех.,Tom's the best.
Том в восторге.,Tom's thrilled.
Том наверху.,Tom's upstairs.
Том очень грустный.,Tom's very sad.
Том наблюдает.,Tom's watching.
Том смотрит.,Tom's watching.
"Том, ответь мне!","Tom, answer me!"
"Том, отвечай мне!","Tom, answer me!"
"Не умирай, Том.","Tom, don't die."
"Том, не умирай.","Tom, don't die."
Попробуй и увидишь.,Try it and see.
Постарайся не плакать.,Try not to cry.
Постарайтесь не плакать.,Try not to cry.
Попробуй ещё раз.,Try once again.
Попробуйте ещё раз.,Try once again.
Попробуй эту конфету.,Try this candy.
Попробуйте эту конфету.,Try this candy.
Попробуй этот соус.,Try this sauce.
Попробуй это сделать.,Try to do that.
Попробуйте это сделать.,Try to do that.
Попробуй объяснить.,Try to explain.
Попробуйте объяснить.,Try to explain.
Попробуй его найти.,Try to find it.
Попробуй её найти.,Try to find it.
Попробуйте его найти.,Try to find it.
Попробуйте её найти.,Try to find it.
Постарайся её найти.,Try to find it.
Постарайся его найти.,Try to find it.
Постарайтесь его найти.,Try to find it.
Постарайтесь её найти.,Try to find it.
Попробуй остановить меня.,Try to stop me.
Попробуй меня остановить.,Try to stop me.
Попробуйте меня остановить.,Try to stop me.
Попробуй свой телефон.,Try your phone.
Поверните здесь налево.,Turn left here.
Поверни здесь налево.,Turn left here.
Включи телевизор.,Turn on the TV.
Включите телевизор.,Turn on the TV.
Сделай телевизор погромче.,Turn up the TV.
Сделайте телевизор погромче.,Turn up the TV.
Обновите приложение.,Update the app.
Думай головой.,Use your brain.
Думайте головой.,Use your brain.
Используй своё обаяние.,Use your charm.
Используйте своё обаяние.,Use your charm.
Подождите своей очереди.,Wait your turn.
Ждите своей очереди.,Wait your turn.
Жди своей очереди.,Wait your turn.
Подожди своей очереди.,Wait your turn.
"Подожди, не уходи.",Wait. Don't go.
"Постой, не уходи.",Wait. Don't go.
Боялся ли Том?,Was Tom afraid?
Тому было страшно?,Was Tom afraid?
Том спал?,Was Tom asleep?
Тома поймали?,Was Tom caught?
Том плакал?,Was Tom crying?
Том был убит?,Was Tom killed?
Тома убили?,Was Tom killed?
Тома предупредили?,Was Tom warned?
Это был сон?,Was it a dream?
Это было серьёзно?,Was it serious?
Это была ложь?,Was that a lie?
"Это было ""да""?",Was that a yes?
"Это означало ""да""?",Was that a yes?
Это было согласием?,Was that a yes?
Умойся.,Wash your face.
Умойтесь.,Wash your face.
Умойся!,Wash your face.
Вымойте ваши ноги.,Wash your feet.
Помой ноги.,Wash your feet.
Помой свои ноги.,Wash your feet.
Вымой ноги.,Wash your feet.
Помойте ноги.,Wash your feet.
Вымойте ноги.,Wash your feet.
Помой ноги!,Wash your feet.
Следи за дверью.,Watch the door.
Следите за дверью.,Watch the door.
Следи за дорогой.,Watch the road.
Следите за дорогой.,Watch the road.
Смотри на дорогу!,Watch the road.
Смотрите на дорогу!,Watch the road.
На дорогу смотри.,Watch the road.
Следи за собой.,Watch yourself.
"Так держать, Том!","Way to go, Tom!"
Мы принимаем это.,We accept that.
Мы усыновили Тома.,We adopted Tom.
Мы все так делаем.,We all do that.
Нам всем было весело.,We all had fun.
Мы все повеселились.,We all had fun.
Мы все это знали.,We all knew it.
Мы все это знаем.,We all know it.
Мы все засмеялись.,We all laughed.
Мы все видели Тома.,We all saw Tom.
Все мы видели Тома.,We all saw Tom.
Мы чуть не ушли.,We almost left.
Мы чуть не уехали.,We almost left.
Мы уже поели.,We already ate.
Мы дома.,We are at home.
Мы двоюродные братья.,We are cousins.
Мы двоюродные сёстры.,We are cousins.
Мы двоюродные брат и сестра.,We are cousins.
Мы двоюродные братья и сёстры.,We are cousins.
Мы - врачи.,We are doctors.
Мы не глухие.,We aren't deaf.
Мы не опоздали.,We aren't late.
Мы не в безопасности.,We aren't safe.
Мы не уверены.,We aren't sure.
Мы тебе верим.,We believe you.
Мы вам верим.,We believe you.
Мы оба согласились.,We both agreed.
Мы обе согласились.,We both agreed.
Мы оба это видели.,We both saw it.
Мы обе это видели.,We both saw it.
Мы обе это увидели.,We both saw it.
Мы оба это увидели.,We both saw it.
Мы успокоились.,We calmed down.
Мы можем это сделать.,We can do that.
Мы можем это сделать.,We can do this.
У нас получится.,We can make it.
Мы можем тебе заплатить.,We can pay you.
Мы можем вам заплатить.,We can pay you.
Мы можем продолжить.,We can proceed.
Мы не можем этого сделать.,We can't do it.
Мы не можем уйти.,We can't leave.
Мы не можем уехать.,We can't leave.
Мы могли разбиться.,We could crash.
Мы это заслужили.,We deserved it.
Мы не целовались.,We didn't kiss.
Мы не знали.,We didn't know.
Мы не пели.,We didn't sing.
Мы не разговаривали.,We didn't talk.
Мы не ждали.,We didn't wait.
Ты нам очень нужен.,We do need you.
Мы делаем всё возможное.,We do our best.
Мы не курим.,We don't smoke.
Мы много выпили.,We drank a lot.
Мы едим дома.,We eat at home.
Мы преувеличили.,We exaggerated.
Мы заснули.,We fell asleep.
Мы уснули.,We fell asleep.
Мы простили Тома.,We forgave Tom.
Мы тебя прощаем.,We forgive you.
Мы вас прощаем.,We forgive you.
Мы хорошо ладим.,We get on well.
Мы едем завтра.,We go tomorrow.
Мы оделись.,We got dressed.
Нам солгали.,We got lied to.
Мы поженились.,We got married.
Мы хорошо ладили.,We got on well.
Мы это пережили.,We got over it.
Хорошо повеселились.,We had a blast.
Нам пришлось прийти.,We had to come.
Нам надо было прийти.,We had to come.
Нам пришлось спеть.,We had to sing.
Нам пришлось остановиться.,We had to stop.
Нам пришлось ждать.,We had to wait.
Нам пришлось идти пешком.,We had to walk.
У нас есть ферма.,We have a farm.
У нас есть план.,We have a plan.
У нас есть бассейн.,We have a pool.
Нам хватает.,We have enough.
Мы потерпели неудачу.,We have failed.
Мы провалились.,We have failed.
У нас гости.,We have guests.
У нас есть права.,We have rights.
Нам надо поесть.,We have to eat.
Нам надо попробовать.,We have to try.
Мы должны попробовать.,We have to try.
Мы слышали выстрелы.,We heard shots.
Мы им помогли.,We helped them.
Мы им помогали.,We helped them.
Мы не обратили на Тома внимания.,We ignored Tom.
Мы не обращали на Тома внимания.,We ignored Tom.
Мы только что приземлились.,We just landed.
Мы только приземлились.,We just landed.
Мы знали достаточно.,We knew enough.
Мы никого не знали.,We knew no one.
Мы знаем достаточно.,We know enough.
Теперь мы это знаем.,We know it now.
Мы любим кофе.,We like coffee.
Мы любим футбол.,We like soccer.
Мы любим кофе.,We love coffee.
Мы заключили сделку.,We made a deal.
Мы заставили его пойти.,We made him go.
Мы должны атаковать.,We must attack.
Мы должны решить.,We must decide.
Мы должны бежать.,We must escape.
Мы должны идти теперь.,We must go now.
Нам нужна цель.,We need a goal.
Нам нужен герой.,We need a hero.
Нам нужен план.,We need a plan.
Нам нужно такси.,We need a taxi.
Нам нужны герои.,We need heroes.
Нам всё это нужно.,We need it all.
Нам нужно поесть.,We need to eat.
Нам нужно бежать.,We need to run.
Нам нужна победа.,We need to win.
Нам надо победить.,We need to win.
Нам была нужна помощь.,We needed help.
Нам нужна была помощь.,We needed help.
Нам понадобилась помощь.,We needed help.
Нам это было нужно.,We needed this.
Нам нужно было время.,We needed time.
Мы никогда не голосовали.,We never voted.
Мы заметили Тома.,We noticed Tom.
Мы только поцеловались.,We only kissed.
Мы только целовались.,We only kissed.
Мы заплатили за это.,We paid for it.
Мы за это заплатили.,We paid for it.
Мы уважаем Тома.,We respect Tom.
Мы Тома уважаем.,We respect Tom.
Мы её уважаем.,We respect her.
Мы его уважаем.,We respect him.
Мы ничего не видели.,We saw nothing.
Мы не видели ничего.,We saw nothing.
Мы редко поём.,We seldom sing.
Мы пожали друг другу руки.,We shook hands.
Мы обменялись рукопожатием.,We shook hands.
Мы должны помочь.,We should help.
Нам надо остановиться.,We should stop.
Нам надо поговорить.,We should talk.
Мы должны поговорить.,We should talk.
Мы должны ждать.,We should wait.
Нам надо подождать.,We should wait.
Мы занимаемся музыкой.,We study music.
Мы сдались.,We surrendered.
Мы думаем одинаково.,We think alike.
Мы проголосовали.,We took a vote.
Мы обманули Тома.,We tricked Tom.
Мы обманули тебя.,We tricked you.
Мы обманули вас.,We tricked you.
Мы вас обманули.,We tricked you.
Мы доверяли Тому.,We trusted Tom.
Мы ей доверяли.,We trusted her.
Мы ему доверяли.,We trusted him.
Мы доверяли тебе.,We trusted you.
Мы доверяли вам.,We trusted you.
Мы тебе доверяли.,We trusted you.
Мы вам доверяли.,We trusted you.
Мы обычно побеждаем.,We usually win.
Мы обычно выигрываем.,We usually win.
Мы навестили Тома.,We visited Tom.
Мы вызвались добровольцами.,We volunteered.
Мы хотим выиграть.,We want to win.
Мы хотим победить.,We want to win.
Мы зашли внутрь.,We went inside.
Мы вошли внутрь.,We went inside.
Мы шли внутрь.,We went inside.
Нас не было.,We were absent.
Мы отсутствовали.,We were absent.
Нам было страшно.,We were afraid.
Мы боялись.,We were afraid.
Нас побили.,We were beaten.
Нас победили.,We were beaten.
Нас обыграли.,We were beaten.
Мы ели.,We were eating.
Нас подставили.,We were framed.
Мы были героями.,We were heroes.
Мы были голодны.,We were hungry.
Мы шутили.,We were joking.
Мы были повстанцами.,We were rebels.
Мы были мятежниками.,We were rebels.
Мы были бунтарями.,We were rebels.
Мы были бунтовщиками.,We were rebels.
Мы были участниками восстания.,We were rebels.
Нас ограбили.,We were robbed.
Мы молчали.,We were silent.
Мы были в стельку пьяны.,We were wasted.
Мы напились в зюзю.,We were wasted.
Мы были никакие.,We were wasted.
Мы не сделаем этого.,We won't do it.
Мы не будем этого делать.,We won't do it.
Мы упорно работали.,We worked hard.
Мы здесь работали.,We worked here.
Мы лучше пойдём.,We'd better go.
Мы будем счастливы.,We'll be happy.
Мы быстро.,We'll be quick.
Будем готовы.,We'll be ready.
Мы будем готовы.,We'll be ready.
Мы там будем.,We'll be there.
Мы будем там.,We'll be there.
Мы похороним тебя.,We'll bury you.
Мы похороним вас.,We'll bury you.
Мы позвоним Тому.,We'll call Tom.
Мы вам позвоним.,We'll call you.
Мы тебе позвоним.,We'll call you.
Мы наверстаем упущенное.,We'll catch up.
Мы продолжим.,We'll continue.
Мы найдём Тома.,We'll find Tom.
Мы один найдём.,We'll find one.
Мы одну найдём.,We'll find one.
Мы одно найдём.,We'll find one.
Мы выясним.,We'll find out.
Мы найдём тебя.,We'll find you.
Мы тебя найдём.,We'll find you.
Мы найдём вас.,We'll find you.
Мы вас найдём.,We'll find you.
Мы тебя отыщем.,We'll find you.
Мы тебя разыщем.,We'll find you.
Мы вас отыщем.,We'll find you.
Мы вас разыщем.,We'll find you.
Мы поможем Тому.,We'll help Tom.
Мы тебе поможем.,We'll help you.
Мы вам поможем.,We'll help you.
Мы убьём Тома.,We'll kill Tom.
Мы тебя убьём.,We'll kill you.
Мы вас убьём.,We'll kill you.
Мы встретимся с Томом.,We'll meet Tom.
Мы будем скучать по Тому.,We'll miss Tom.
Нам будет не хватать Тома.,We'll miss Tom.
Мы будем скучать по тебе.,We'll miss you.
Мы будем по вам скучать.,We'll miss you.
Мы будем по тебе скучать.,We'll miss you.
Нам будет тебя не хватать.,We'll miss you.
Нам будет вас не хватать.,We'll miss you.
Мы это покрасим.,We'll paint it.
Мы его покрасим.,We'll paint it.
Мы её покрасим.,We'll paint it.
Мы спасём тебя.,We'll save you.
Мы спасём вас.,We'll save you.
Мы остановим Тома.,We'll stop Tom.
Мы тебя остановим.,We'll stop you.
Мы вас остановим.,We'll stop you.
Мы скажем Тому.,We'll tell Tom.
Мы расскажем ему.,We'll tell him.
Мы скажем ему.,We'll tell him.
Мы ему скажем.,We'll tell him.
Мы пара.,We're a couple.
